pubmed_id,author_rank,affiliation
37741749,1,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Salerno, Italy."
37741761,0,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,2,"Inflammatory bowel disease Unit, ""G. Martino"" Hospital, Messina, Italy."
37741761,1,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,3,"Inflammatory bowel disease Unit, ""G. Martino"" Hospital, Messina, Italy."
37741761,2,"Cancer Epidemiology Division, Population Sciences in the Pacific Program, University of Hawaii Cancer Center, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,4,"Inflammatory bowel disease Unit, ""G. Martino"" Hospital, Messina, Italy."
37741761,3,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,5,"Gastroenterology & Hepatology Section, PROMISE, University of Palermo, Italy."
37741761,4,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,6,"Gastroenterology & Hepatology Section, PROMISE, University of Palermo, Italy."
37741761,5,"Cancer Epidemiology Division, Population Sciences in the Pacific Program, University of Hawaii Cancer Center, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,7,"Gastroenterology Unit, ""Guzzardi"" Hospital, Vittoria, Italy."
37741761,6,"Department of Pediatrics, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741749,8,"Gastroenterology Unit, ""Guzzardi"" Hospital, Vittoria, Italy."
37741761,7,"Departments of Medicine and Surgery, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA."
37741749,9,"Gastroenterology and Endoscopy Unit, ""ARNAS Civico - Di Cristina - Benfratelli"" Hospital, Palermo, Italy."
37741761,8,"Department of Medicine, University of Chicago, Chicago, IL, 60637, USA. Electronic address: hongwei-wang@boneandcancer.org."
37741749,10,"Gastroenterology and Endoscopy Unit, ""ARNAS Civico - Di Cristina - Benfratelli"" Hospital, Palermo, Italy."
37741761,9,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA. Electronic address: dengy@hawaii.edu."
37741749,11,"Gastroenterology Unit, ""Vittorio Emanuele"" Hospital, Catania, Italy."
37741761,10,
37741749,12,"Gastroenterology and Endoscopy Unit, ""S. Elia- Raimondi"" Hospital, Caltanissetta, Italy."
37741763,0,"Oregon Health and Science University, Portland, OR. Electronic address: galligan@ohsu.edu."
37741749,13,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741763,1,"Oregon Health and Science University, Portland, OR."
37741749,14,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741763,2,"Oregon Health and Science University, Portland, OR."
37741749,15,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741763,3,"Oregon Health and Science University, Portland, OR."
37741749,16,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy; Department of Medicine, Surgery and Dentistry, Scuola Medica Salernitana, University of Salerno, Salerno, Italy."
37741763,4,"Oregon Health and Science University, Portland, OR."
37741749,17,"Directorate General of Medical Device and Pharmaceutical Service, Italian Ministry of Health, Rome, Italy."
37741763,5,"Oregon Health and Science University, Portland, OR."
37741749,18,"Inflammatory bowel disease Unit, ""Villa Sofia-Cervello"" Hospital, Palermo, Italy."
37741763,6,"Oregon Health and Science University, Portland, OR."
37741749,19,
37741763,7,"Oregon Health and Science University, Portland, OR."
37741763,8,"Oregon Health and Science University, Portland, OR."
37741762,0,"School of Clinical Medicine, Faculty of Medicine, UNSW Sydney, New South Wales, Australia; Respiratory Department, Sydney Children's Hospital Randwick, New South Wales, Australia; James P. Grant School of Public Health, BRAC University, Dhaka, Bangladesh."
37741762,1,"Faculty of Medicine and Health, The University of Sydney, Sydney, New South Wales, Australia; School of Population Health, UNSW Sydney, New South Wales, Australia."
37741762,2,"National Centre for Immunisation Research and Surveillance (NCIRS), Sydney Children's Hospital's Network, Westmead, New South Wales, Australia."
37741762,3,"Faculty of Medicine and Health, The University of Sydney, Sydney, New South Wales, Australia; National Centre for Immunisation Research and Surveillance (NCIRS), Sydney Children's Hospital's Network, Westmead, New South Wales, Australia."
37741762,4,"National Centre for Immunisation Research and Surveillance (NCIRS), Sydney Children's Hospital's Network, Westmead, New South Wales, Australia; School of Population Health, UNSW Sydney, New South Wales, Australia. Electronic address: bette.liu@health.nsw.gov.au."
37741747,0,"AP-HP, Groupe Hospitalier APHP-Sorbonne Université, Hôpital Pitié-Salpêtrière, Service des Pathologies du Sommeil (Département R3S), F-75013 Paris, France; Dipartimento di Scienze Mediche e Sanità Pubblica, Università di Cagliari, 09134 Cagliari, Italy."
37741747,1,"AP-HP, Groupe Hospitalier APHP-Sorbonne Université, Hôpital Pitié-Salpêtrière, Service des Explorations Fonctionnelles de la Respiration, de l'Exercice et de la Dyspnée (Département R3S), F-75013 Paris, France; Sorbonne Université, Inserm, UMRS 1158, F-75013 Paris, France."
37741747,2,"Service de pneumologie, Hôpital Universitaire Saint-Pierre, Université Libre de Bruxelles, Brussels, Belgium."
37741759,0,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan; Department of Pediatrics, Koseiren Tsurumi Hospital, Oita, Japan."
37741747,3,"Sorbonne Université, Inserm, UMRS 1158, F-75013 Paris, France; AP-HP, Groupe Hospitalier APHP-Sorbonne Université, Hôpital Pitié-Salpêtrière, Département R3S, F-75013 Paris, France. Electronic address: thomas.similowski@upmc.fr."
37741759,1,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan. Electronic address: m-inoue@oita-u.ac.jp."
37741759,2,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan."
37742025,8,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,11,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
37742025,11,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
37742025,11,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
37742025,12,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China. liujunhui601@163.com."
37742025,12,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China. liujunhui601@163.com."
37742025,12,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China. liujunhui601@163.com."
37742027,0,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,0,"Department of Surgery, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,1,"School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,1,"Health and System Research Center, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,2,"School of Medicine, Fasa University of Medical Sciences, Shiraz, Iran."
37742027,3,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,3,"School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,4,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran. R.shahriari1995@gmail.com."
37742027,4,"School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran. R.shahriari1995@gmail.com."
37742027,5,"Department of Pathology, School of Medicine, Namazee Teaching Hospital, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,6,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,6,"Department of Surgery, Shiraz University of Medical Sciences, Shiraz, Iran."
37742027,7,"Thoracic and Vascular Surgery Research Center, Shiraz University of Medical Sciences, Shiraz, 71936-13311, Iran."
37742027,7,"Department of Surgery, Shiraz University of Medical Sciences, Shiraz, Iran."
37742024,0,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,1,"Key Laboratory of Livestock Infectious Diseases in Northeast China, Ministry of Education, Key Laboratory of Ruminant Infectious Disease Prevention and Control (East), Ministry of Agriculture and Rural Affairs, College of Animal Science and Veterinary Medicine, Shenyang Agricultural University, Shenyang, China."
37742024,1,"The Research Unit for Pathogenic Mechanisms of Zoonotic Parasites, Chinese Academy of Medical Sciences, Shenyang, China."
37742024,2,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,3,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,4,"Institute of Biological Products, National Institutes for Food and Drug Control, Beijing, China."
37742024,5,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. hounan@ipbcams.ac.cn."
37742024,6,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. qijunchen759@syau.edu.cn."
37742024,6,"Key Laboratory of Livestock Infectious Diseases in Northeast China, Ministry of Education, Key Laboratory of Ruminant Infectious Disease Prevention and Control (East), Ministry of Agriculture and Rural Affairs, College of Animal Science and Veterinary Medicine, Shenyang Agricultural University, Shenyang, China. qijunchen759@syau.edu.cn."
37742024,6,"The Research Unit for Pathogenic Mechanisms of Zoonotic Parasites, Chinese Academy of Medical Sciences, Shenyang, China. qijunchen759@syau.edu.cn."
37742026,0,"Children's Hospital, Zhejiang University School of Medicine, Hangzhou, 310000, Zhejiang, China."
37742026,1,"Oncology Department of Jiangxi Maternal and Child Health Care Hospital, No. 318, Bayi Avenue, Nanchang, 330006, Jiangxi, China."
37742026,2,"Oncology Department of Jiangxi Maternal and Child Health Care Hospital, No. 318, Bayi Avenue, Nanchang, 330006, Jiangxi, China."
37742026,3,"Oncology Department of Jiangxi Maternal and Child Health Care Hospital, No. 318, Bayi Avenue, Nanchang, 330006, Jiangxi, China. lmr1013@126.com."
37742022,0,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,1,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
